date,user,tweet,rt,fav,followers,verified,hashtags,cashtags
2022-05-25 18:14:32+00:00,TheTraderT1,"SON DAKİKA

FED TUTANAKLARI: FED yetkililerine göre ekonomik görünüm belirsiz, FED enflasyona odaklanmalı

#eregl #cemas #gedik #mrshl #sanko #jants #merko #avod #garan #logo #vestl #arclk #sasa #toaso #ttkom #sise #kozal #akbnk #tkfen #egeen #doco #tavhl",1,26,30520,False,"['eregl', 'cemas', 'gedik', 'mrshl', 'sanko', 'jants', 'merko', 'avod', 'garan', 'logo', 'vestl', 'arclk', 'sasa', 'toaso', 'ttkom', 'sise', 'kozal', 'akbnk', 'tkfen', 'egeen', 'doco', 'tavhl']",
2022-05-25 18:13:17+00:00,TheTraderT1,"SON DAKİKA

FED TUTANAKLARI: FED yetkilileri işgücü arzının artığına dair işaretler gördü 

#eregl #cemas #gedik #mrshl #sanko #jants #merko #avod #garan #logo #vestl #arclk #sasa #toaso #ttkom #sise #kozal #akbnk #tkfen #egeen #doco #tavhl",4,27,30520,False,"['eregl', 'cemas', 'gedik', 'mrshl', 'sanko', 'jants', 'merko', 'avod', 'garan', 'logo', 'vestl', 'arclk', 'sasa', 'toaso', 'ttkom', 'sise', 'kozal', 'akbnk', 'tkfen', 'egeen', 'doco', 'tavhl']",
2022-05-25 18:11:49+00:00,TheTraderT1,"SON DAKİKA

FED TUTANAKLARI:FED yetkilileri enflasyonun yukarı döndüğünü gördü 

#eregl #cemas #gedik #mrshl #sanko #jants #merko #avod #garan #logo #vestl #arclk #sasa #toaso #ttkom #sise #kozal #akbnk #tkfen #egeen #doco #tavhl",3,20,30520,False,"['eregl', 'cemas', 'gedik', 'mrshl', 'sanko', 'jants', 'merko', 'avod', 'garan', 'logo', 'vestl', 'arclk', 'sasa', 'toaso', 'ttkom', 'sise', 'kozal', 'akbnk', 'tkfen', 'egeen', 'doco', 'tavhl']",
2022-05-25 18:08:30+00:00,TheTraderT1,"SON DAKİKA

FED TUTANAKLARI: Bazı FED yetkilileri ipoteğe dayalı menkul kıymet satışlarını değerlendirilmesi gerektiğini savundu

#eregl #cemas #gedik #mrshl #sanko #jants #merko #avod #garan #logo #vestl #arclk #sasa #toaso #ttkom #sise #kozal #akbnk #tkfen #egeen #doco #tavhl",2,33,30520,False,"['eregl', 'cemas', 'gedik', 'mrshl', 'sanko', 'jants', 'merko', 'avod', 'garan', 'logo', 'vestl', 'arclk', 'sasa', 'toaso', 'ttkom', 'sise', 'kozal', 'akbnk', 'tkfen', 'egeen', 'doco', 'tavhl']",
2022-05-25 18:07:00+00:00,TheTraderT1,"SON DAKİKA

FED TUTANAKLARI: FED yetkilileri para politikasını doğal faiz seviyelerine HIZLA taşımayı uygun gördü

#eregl #cemas #gedik #mrshl #sanko #jants #merko #avod #garan #logo #vestl #arclk #sasa #toaso #ttkom #sise #kozal #akbnk #tkfen #egeen #doco #tavhl",2,50,30520,False,"['eregl', 'cemas', 'gedik', 'mrshl', 'sanko', 'jants', 'merko', 'avod', 'garan', 'logo', 'vestl', 'arclk', 'sasa', 'toaso', 'ttkom', 'sise', 'kozal', 'akbnk', 'tkfen', 'egeen', 'doco', 'tavhl']",
2022-05-25 18:05:55+00:00,TheTraderT1,"SON DAKİKA

FED TUTANAKLARI: Çoğu FED yetkilisi Haziran ve Temmuz toplantılarında 50 şer BP faiz artırılmasını destekledi

#eregl #cemas #gedik #mrshl #sanko #jants #merko #avod #garan #logo #vestl #arclk #sasa #toaso #ttkom #sise #kozal #akbnk #tkfen #egeen #doco #tavhl",2,28,30520,False,"['eregl', 'cemas', 'gedik', 'mrshl', 'sanko', 'jants', 'merko', 'avod', 'garan', 'logo', 'vestl', 'arclk', 'sasa', 'toaso', 'ttkom', 'sise', 'kozal', 'akbnk', 'tkfen', 'egeen', 'doco', 'tavhl']",
2022-05-25 18:04:37+00:00,TheTraderT1,"SON DAKİKA

FED TUTANAKLARI:Çoğu FED yetkilisi parasal sıkışmadan sonra politikanın iyi konumlanacağım düşünüyor

#eregl #cemas #gedik #mrshl #sanko #jants #merko #avod #garan #logo #vestl #arclk #sasa #toaso #ttkom #sise #kozal #akbnk #tkfen #egeen #doco #tavhl",2,41,30520,False,"['eregl', 'cemas', 'gedik', 'mrshl', 'sanko', 'jants', 'merko', 'avod', 'garan', 'logo', 'vestl', 'arclk', 'sasa', 'toaso', 'ttkom', 'sise', 'kozal', 'akbnk', 'tkfen', 'egeen', 'doco', 'tavhl']",
2022-05-25 18:03:07+00:00,TheTraderT1,"SON DAKİKA

FED TUTANAKLARI: FED yetkililerine göre kısıtlayıcı para politikası uygun olabilir 

#eregl #cemas #gedik #mrshl #sanko #jants #merko #avod #garan #logo #vestl #arclk #sasa #toaso #ttkom #sise #kozal #akbnk #tkfen #egeen #doco #tavhl",1,40,30520,False,"['eregl', 'cemas', 'gedik', 'mrshl', 'sanko', 'jants', 'merko', 'avod', 'garan', 'logo', 'vestl', 'arclk', 'sasa', 'toaso', 'ttkom', 'sise', 'kozal', 'akbnk', 'tkfen', 'egeen', 'doco', 'tavhl']",
2022-05-25 15:19:30+00:00,FndnFaresi1,"Bugün #akgrt kuyusuna taş yok 😊
Çocuklara babaanneleri 200 lira harçlık verdi. Onlar da 74.35te #toaso kuyusuna 3 taş attılar. Var bi hayalimiz 🏖",1,8,239,False,"['akgrt', 'toaso']",
2022-05-25 14:50:45+00:00,Umutumu34067379,#toaso koçların için de en dandiğine yatırım yapmışız ag,0,0,16,False,['toaso'],
2022-05-25 09:37:01+00:00,ZaferIn27193849,"yan tahtalarda çok hırsız var çıkış tahmini yapmıştık yanıldık ,ana tahtalardan uzaklaşmamak lazım örneğin #toaso ,YTD",0,1,55,False,['toaso'],
2022-05-25 09:24:25+00:00,turgaytunc,"#toaso #arclk 2006 yılından beri sürekli takibimde olan ara ara alıp sattığım Arçelik hissesi ilk defa Tofaş ı geçmiş durumda,2010 larda Tofaş 7 TL iken Arçelik 5 TL idi.aralarinda sürekli bir oranda bir fark olmuştu,",0,0,68,False,"['toaso', 'arclk']",
2022-05-25 08:11:34+00:00,TeknikAvcisi,"#arclk ARÇELİK in geri alımları #koç un diğer kağıtlarındada olma ihtimali ni doğurur mu ? 
🖐 Kulakları bi dikecen 🐺🐺🐺 #toaso #ttrak #tuprs #froto",1,20,2653,False,"['arclk', 'koç', 'toaso', 'ttrak', 'tuprs', 'froto']",
