date,user,tweet,rt,fav,followers,verified,hashtags,cashtags
2021-05-07 14:25:27+00:00,TRADERMAN34,Kurumlara bakınca tutarları da karşılaştırıyorum biraz #tuprs almış olabilir mi acaba okullu ağbimiz,0,3,548,False,['tuprs'],
2021-05-07 14:21:03+00:00,bearorbull41,Elimdekini verdim #tuprs 98e fitil bırakabilir. #petkm #eregl den para çıkışını ve bu paranın #tuprs hava sektörü bankalar özelinde geniş bir yayılım olacağını düşünüyorum. Pat pat çıkış olması için daha zaman var gibi.,0,1,242,False,"['tuprs', 'petkm', 'eregl', 'tuprs']",
2021-05-07 14:17:45+00:00,Borsabedelsiz,"#ittfh #kuyas #pekgy şerefsizlerden uzak durun.
#sahol #tuprs #ekgyo #pgsus #thyao #ttkom #katmr #mavi #algyo #brsan #parsn #isdmr 
Tavsiye değildir.",0,4,1627,False,"['ittfh', 'kuyas', 'pekgy', 'sahol', 'tuprs', 'ekgyo', 'pgsus', 'thyao', 'ttkom', 'katmr', 'mavi', 'algyo', 'brsan', 'parsn', 'isdmr']",
2021-05-07 14:14:29+00:00,198iki,"Yabancı geldi, gitti, geldi, gitti, geldi..Tabiri caizse eşşek gibi gelecekler risklere rağmen. Ülkesinde 0'larda faiz,%1-2'lerde enf.100 f/k'larda ise hisseler, Türkiye gibi hisselerin beleş olduğu %100 primlenecek onlarca şirketin bulunduğu piyasayı bırakamazlar. #tuprs #eregl",2,9,1254,False,"['tuprs', 'eregl']",
2021-05-07 14:07:08+00:00,Eksenfx,#bist100 Hisselerin gitmesi para gücümden değil tekniğimin gücüyle gitmelerinden kaynaklanıyor.Parası olan her hisseyi kaldırır ama tekniği olmayan hangi hissenin gideceğini bilemez!#bist100 #viop #garan #akbnk #ykbnk #usdtry #gramtl #GRAM #halkb #Dolar #PGSUS #tuprs #dçh #imş,2,55,45178,False,"['bist100', 'bist100', 'viop', 'garan', 'akbnk', 'ykbnk', 'usdtry', 'gramtl', 'GRAM', 'halkb', 'Dolar', 'PGSUS', 'tuprs', 'dçh', 'imş']",
2021-05-07 13:29:32+00:00,Borsabedelsiz,"Harici hisselerde işlem yok bundan sonra.
#thyao #pgsus #tavhl #sahol #ekgyo #algyo #mavi #tuprs #tkfen #asels #katmr #brsan #isdmr #odas #ykbnk #akbnk #vakbn #goody",0,9,1627,False,"['thyao', 'pgsus', 'tavhl', 'sahol', 'ekgyo', 'algyo', 'mavi', 'tuprs', 'tkfen', 'asels', 'katmr', 'brsan', 'isdmr', 'odas', 'ykbnk', 'akbnk', 'vakbn', 'goody']",
2021-05-07 13:09:35+00:00,leperdiyebiri,"Eğer piyasa sana 6.70'ten #garan 107'den #kozal, 86'dan #tuprs alma şansı veriyorsa alacaksın. Efendim aldım 6,50 oldu, 102 oldu, 83 oldu. Yahu dibi kim bulmuş da sen bulacaksın?",0,15,1389,False,"['garan', 'kozal', 'tuprs']",
2021-05-07 12:49:08+00:00,SalihDemir007,"📌 22 MART M.B değişikliğinden bugüne (07.05.21) alımlarım;

-102 #ALKIM
-161 #ASELSAN
-117 #ENJSA
-393 #ISMEN
-215 #TOASO
-35   #BIMAS
-30   #TUPRS
-70   #PAPIL
-20   #ARDYZ
-20   #HEKTŞ
-55   #ISDMR
-25   #KORDSA
Halka arz: QUA-MARİKS 

TOPLAM: 29,504 tl 🔽",2,76,4400,False,"['ALKIM', 'ASELSAN', 'ENJSA', 'ISMEN', 'TOASO', 'BIMAS', 'TUPRS', 'PAPIL', 'ARDYZ', 'HEKTŞ', 'ISDMR', 'KORDSA']",
2021-05-07 11:32:39+00:00,BZorrosu,#bist100 öyle hale geldiki kar etmek günah batmak zarar etmek özkaynakları eritmek sevap gibi bir hale geldi bizim bildiğimiz borsa bu değil ama bakalım sonu ne olacak #arclk #sokm #aksa #tuprs #algyo ytd,0,1,961,False,"['bist100', 'arclk', 'sokm', 'aksa', 'tuprs', 'algyo']",
2021-05-07 11:25:50+00:00,generatedsignal,"TUPRS
10 günlük ortalama hacminin 2 katı hacim ile işlem görüyor.
Hacim : 710.861.760,90
Fiyat : 95,65
Tarih : 07.05.2021 14:25
#TUPRS #bist #xu100",0,8,25801,False,"['TUPRS', 'bist', 'xu100']",
2021-05-07 11:15:52+00:00,Erdall_Yilmazz,"koskoca bisti ayakta tutan #garan #akbnk #tuprs 
diğer kağıtlar bitik.",0,0,93,False,"['garan', 'akbnk', 'tuprs']",
2021-05-07 11:03:10+00:00,Racopa_TR,"Tüpraş (Şeker Yatırım)
Hedef Fiyat: 124.80 TL
Yükselik potansiyeli: %36
Önceki Hedef Fiyat: 145.70 TL
#tuprs",0,0,931,False,['tuprs'],
2021-05-07 11:01:38+00:00,ForeksTurkey,"Şeker Yatırım, Tüpraş için hedef fiyatını 145,70 TL'den 124,80 TL'ye indirirken, 'al' tavsiyesini korudu
#TUPRS",0,26,412940,False,['TUPRS'],
2021-05-07 10:55:07+00:00,Arzu6235,Canım #tuprs ım 😅,0,8,65857,False,['tuprs'],
2021-05-07 10:49:09+00:00,TheTraderT1,"AVRUPA BORSALARINDA SON DURUM

#FTSE 7126.41 +0.71%
#DAX 15387.26 +1.25%
#CAC 6374.16 +0.27%
#AEX 715.37 +0.41%
#MIB 24533.24 +0.16%
#IBEX 9034.3 +0.58%
#OMX 2260.93 +0.64%
#STOXX 4022.81 +0.58%

DESTEK İÇİN RT RİCA EDİYORUM

#BİST100 #XU100 #TUPRS #GARAN #AKBNK",1,14,30520,False,"['FTSE', 'DAX', 'CAC', 'AEX', 'MIB', 'IBEX', 'OMX', 'STOXX', 'BİST100', 'XU100', 'TUPRS', 'GARAN', 'AKBNK']",
2021-05-07 10:43:26+00:00,balli_grafiker,#XU100 #bist100 şu ortamda kağıtlar parmakla sayılacak kadar az. Kağıtların çoğu tam düzeltme yapmadı bir gün #eregl bir gün #krdmd bir gün #kozal #Petkim #Tuprs #thyo ile BİST’i ayakta tutuyorlar. O sebeple az olsun öz olsun... Bazen kaybetmemek bile kazançtır.,0,0,17394,False,"['XU100', 'bist100', 'eregl', 'krdmd', 'kozal', 'Petkim', 'Tuprs', 'thyo']",
2021-05-07 10:43:13+00:00,yasinunalGS,İs yatırım düş artık tahtanın yakasından daha ne kadar satacaksın  #tuprs,0,0,147,False,['tuprs'],
2021-05-07 10:28:22+00:00,kemaltr13,Agbabalar artı #kozal #garan #tskb #tuprs vs yan tahtalar patronlar söyüşlemeye devam endex salsında dipliyelim diye bekliyo pç ler #afyon #dgklb #avgyo #odaş #vs hepsi süzme pç,0,0,200,False,"['kozal', 'garan', 'tskb', 'tuprs', 'afyon', 'dgklb', 'avgyo', 'odaş', 'vs']",
2021-05-07 10:18:33+00:00,borsagundemi_tr,"#bist100 de şu an 14 Milyar TL lik işlem  hacmi var. Son zamanların rekoru bu ancak %25'ini #petkm yaptı. Küçük yatırımcıya bırakıyorlar hisseyi. Lütfen dikkat. 

#KOZAL #cryptocurrency #krdmd #tuprs #kozaa #asels #sasa",0,0,867,False,"['bist100', 'petkm', 'KOZAL', 'cryptocurrency', 'krdmd', 'tuprs', 'kozaa', 'asels', 'sasa']",
2021-05-07 09:51:57+00:00,TheTraderT1,"#tuprs

50 GHO 94.75 üzerinde 2 gün kapanış güzel olur
İlk direnç 95.90

#bist100 #bist30 #vestl #arclk #sasa #toaso #ttkom #otkar #sise #kozal #garan #akbnk #eregl #asels #vestl #mgros #pgsus #thyao #doco #tavhl #petkm #sahol #kchol #tkfen #cante #quagr #kartn #bfren #konya",0,12,30520,False,"['tuprs', 'bist100', 'bist30', 'vestl', 'arclk', 'sasa', 'toaso', 'ttkom', 'otkar', 'sise', 'kozal', 'garan', 'akbnk', 'eregl', 'asels', 'vestl', 'mgros', 'pgsus', 'thyao', 'doco', 'tavhl', 'petkm', 'sahol', 'kchol', 'tkfen', 'cante', 'quagr', 'kartn', 'bfren', 'konya']",
2021-05-07 09:33:09+00:00,Borsabedelsiz,"Harici hisselere bulaşmayin.
#tuprs #sahol #ttkom #thyao #pgsus #tavhl #parsn #brsan #ykbnk #vakbn #akbnk #isctr #halkb #mavi #asels 
Tavsiye değildir.",1,5,1627,False,"['tuprs', 'sahol', 'ttkom', 'thyao', 'pgsus', 'tavhl', 'parsn', 'brsan', 'ykbnk', 'vakbn', 'akbnk', 'isctr', 'halkb', 'mavi', 'asels']",
2021-05-07 09:29:30+00:00,enc06n,"#TUPRS Hayırdır inşallah 😁
Viyana Seferi mi yoksa 🤔",0,2,26,False,['TUPRS'],
2021-05-07 09:28:25+00:00,sabihabutik,#tuprs gaz kokusu mu var nedir !!!,0,0,547,False,['tuprs'],
